,movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,Romance,Adventure,History,Fantasy,Horror,Sci-Fi,Comedy,Action,Sport,Music,Animation,War,Drama,Musical,Western,Documentary,Biography,Family,Thriller,Mystery,Crime
925,The Cotton Club ,0.04310344827586207,0.2935153583617747,0.0,0.03852173913043478,0.01875,0.03405538700734942,0.007544938813144255,0.02861602180500358,0.023255813953488372,0.01778825546506644,1.0,0.6,0.19333037554471033,0.6,0.0364963503649635,0.6363636363636364,0.002372492836676218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
926,3:10 to Yuma ,0.3620689655172414,0.2901023890784983,0.019391304347826085,0.02608695652173913,0.0359375,0.07044447420594961,0.14076113394825956,0.05108339804790401,0.023255813953488372,0.11980282897556793,1.0,0.6,0.18333033887790923,0.8875,0.058394160583941604,0.805194805194805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
927,Out of Sight ,0.1933497536945813,0.2935153583617747,0.0,0.001,0.0046875,0.04909739571728656,0.04242422807742247,0.005737517701338449,0.023255813953488372,0.06558079725675096,1.0,0.6,0.15999691998870663,0.775,0.005437956204379562,0.7012987012987012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
928,The Cable Guy ,0.0874384236453202,0.20136518771331058,0.0,0.013130434782608696,0.003125,0.07909706919747014,0.0723927084726544,0.00566138291230795,0.023255813953488372,0.07372481783111873,1.0,0.4,0.15666357443310625,0.75,0.0072992700729927005,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
929,Dick Tracy ,0.0874384236453202,0.23208191126279865,0.02743478260869565,0.014217391304347826,0.001059375,0.13640673415352994,0.028286566824994586,0.003191570356158543,0.023255813953488372,0.03493356193741963,1.0,0.2,0.3333308888799259,0.675,0.004605839416058394,0.5844155844155844,0.0057306590257879654,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
930,The Thomas Crown Affair ,0.18596059113300492,0.2593856655290102,0.014043478260869565,0.036304347826086956,0.0015625,0.09112832641142529,0.04322908467683232,0.007095762337642563,0.0,0.08958422631804544,1.0,0.6,0.15999691998870663,0.7875,0.007131386861313868,0.6753246753246751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
931,Riding in Cars with Boys ,0.10837438423645321,0.3242320819112628,0.023695652173913045,0.035086956521739134,0.0014359375,0.03915916971102039,0.013271256795416105,0.007302848963805521,0.023255813953488372,0.04479211315902272,1.0,0.4,0.15999691998870663,0.8125,0.005919708029197081,0.6233766233766234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
932,Happily N'Ever After ,0.11330049261083744,0.1296928327645051,0.0,0.029434782608695653,0.00625,0.020406355068651582,0.005131552627560894,0.010450261142326375,0.06976744186046512,0.015002143163309044,1.0,0.2,0.15666357443310625,0.875,0.005613138686131387,0.3766233766233766,0.0007478510028653295,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
933,Mary Reilly ,0.05541871921182266,0.24232081911262798,0.015217391304347827,0.0033478260869565218,0.0125,0.007362602402068696,0.0070371689879283345,0.012712987072312823,0.023255813953488372,0.020574367766823833,1.0,0.6,0.15666357443310625,0.75,0.0008394160583941605,0.5454545454545453,0.0017650429799426935,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
934,My Best Friend's Wedding ,0.1022167487684729,0.23208191126279865,0.0012608695652173913,0.03008695652173913,0.0125,0.16673708258309952,0.05810176938254479,0.018796156715849742,0.023255813953488372,0.03600514359194171,1.0,0.4,0.1533302288775059,0.7625,0.0072992700729927005,0.6103896103896103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,America's Sweethearts ,0.17364532019704434,0.22184300341296928,0.006434782608695652,0.005869565217391304,0.0125,0.12308525555482633,0.028140982469513097,0.013972256482877286,0.09302325581395349,0.0732961851693099,1.0,0.4,0.15999691998870663,0.8125,0.007102189781021897,0.5324675324675323,0.0025243553008595988,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,Insomnia ,0.22660098522167488,0.2764505119453925,0.9565217391304348,0.013869565217391305,0.021875,0.08844447605735063,0.12945704137081282,0.023842370532791254,0.0,0.1393056150878697,1.0,0.6,0.1533302288775059,0.825,0.0037153284671532848,0.7272727272727271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
937,Star Trek: First Contact ,0.1748768472906404,0.2525597269624573,0.03939130434782609,0.03939130434782609,0.0015625,0.12097265182995265,0.057888127299907326,0.009615823854552098,0.046511627906976744,0.061080154307758254,1.0,0.4,0.14999688332190553,0.75,0.0072992700729927005,0.7792207792207791,0.008595988538681949,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
938,Jonah Hex ,0.21798029556650247,0.15017064846416384,0.0016956521739130434,0.01582608695652174,0.0203125,0.013857514420704563,0.027049691609725035,0.022260289616737473,0.023255813953488372,0.03750535790827261,1.0,0.4,0.15666357443310625,0.925,0.0039489051094890515,0.40259740259740256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
939,Courage Under Fire ,0.07881773399014778,0.2696245733788396,0.01652173913043478,0.03591304347826087,0.028125,0.07747192568627781,0.02373380078142107,0.05060374887701186,0.023255813953488372,0.02271753107586798,1.0,0.6,0.1533302288775059,0.75,0.0948905109489051,0.6493506493506492,0.002793696275071633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
940,Liar Liar ,0.08866995073891626,0.16723549488054607,0.012739130434782609,0.01108695652173913,0.0007953125,0.23851867200519553,0.1304163594205506,0.0031519802658626834,0.023255813953488372,0.05186455207886841,1.0,0.4,0.14999688332190553,0.7625,0.0030510948905109487,0.6753246753246751,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,The Infiltrator ,0.0874384236453202,0.30716723549488056,0.002826086956521739,0.015,0.00123125,0.019652103760129203,0.0015144323808013295,0.003203751922403423,0.023255813953488372,0.006000857265323617,0.0,0.6,0.0833299722098981,1.0,0.0030875912408759123,0.7402597402597401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
942,The Flintstones ,0.04187192118226601,0.18430034129692832,0.001391304347826087,0.027304347826086955,0.00144375,0.17161253021057804,0.03601851643623701,0.004939625112298814,0.046511627906976744,0.018002571795970854,1.0,0.2,0.14999688332190553,0.725,0.004846715328467153,0.4155844155844155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
943,Scary Movie 3 ,0.18472906403940886,0.16040955631399317,0.0051739130434782605,0.03260869565217391,0.0012609375,0.14463988819515466,0.06598877225043823,0.005525862987833661,0.16279069767441862,0.07415345049292756,1.0,0.4,0.15999691998870663,0.8375,0.005693430656934307,0.5064935064935064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,Miss Congeniality ,0.17118226600985223,0.24573378839590443,0.0034782608695652175,0.009260869565217392,0.0008515625,0.1404421322362548,0.08128755750877945,0.002396723158680127,0.023255813953488372,0.0790827261037291,1.0,0.4,0.14999688332190553,0.8,0.0024598540145985403,0.5974025974025973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
945,Journey to the Center of the Earth ,0.24630541871921183,0.19112627986348124,0.0017391304347826088,0.013521739130434782,0.021875,0.13372869046629354,0.05048167116636741,0.027294321867434107,0.0,0.04522074582083155,1.0,0.2,0.14999688332190553,0.9,0.021897810218978103,0.5454545454545453,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
946,The Princess Diaries 2: Royal Engagement ,0.09359605911330049,0.2593856655290102,0.0,0.043260869565217394,0.0171875,0.12511254230254096,0.031759286328918855,0.023391652581730697,0.046511627906976744,0.032361765966566654,1.0,0.0,0.13333015554390365,0.85,0.0072992700729927005,0.5324675324675323,0.0028653295128939827,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
947,The Pelican Brief ,0.05172413793103448,0.35494880546075086,0.003434782608695652,0.041565217391304345,0.028125,0.13250055413168907,0.03524029112136646,0.04577680325247819,0.0,0.018859837119588514,1.0,0.4,0.14999688332190553,0.7125,0.058394160583941604,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
948,The Client ,0.046798029556650245,0.27986348122866894,0.023521739130434784,0.023956521739130435,0.0012828125,0.12112279414115311,0.027090526246018622,0.006156259041006197,0.06976744186046512,0.019931418774110587,1.0,0.4,0.14999688332190553,0.725,0.004211678832116789,0.6623376623376622,0.0028653295128939827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
949,The Bucket List ,0.2536945812807882,0.20477815699658702,0.0,0.03304347826086956,0.0171875,0.12288063234980565,0.10934982973732084,0.02263944086610936,0.023255813953488372,0.06622374624946421,1.0,0.4,0.14999688332190553,0.8875,0.014598540145985401,0.7532467532467533,0.06303724928366762,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,Patriot Games ,0.05665024630541872,0.27303754266211605,0.0076521739130434785,0.013391304347826087,0.0171875,0.10951491999375615,0.04818487082643386,0.019425030073241666,0.023255813953488372,0.02914702100300043,1.0,0.6,0.14999688332190553,0.7,0.0038686131386861315,0.6883116883116883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
951,Prisoners ,0.5578817733990148,0.39590443686006827,0.03378260869565217,0.043478260869565216,0.03125,0.08016010868691771,0.22699855954340958,0.05682852922814551,0.046511627906976744,0.13266180882983283,1.0,0.6,0.1533302288775059,0.9625,0.10948905109489052,0.844155844155844,0.24641833810888253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
952,Training Day ,0.1330049261083744,0.2901023890784983,0.03673913043478261,0.0371304347826087,0.028125,0.10027589372886608,0.18103769687916854,0.03406270461224552,0.046511627906976744,0.13544792113159024,1.0,0.6,0.14999688332190553,0.8125,0.0064306569343065695,0.792207792207792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
953,Galaxy Quest ,0.26108374384236455,0.22184300341296928,0.001,0.018956521739130434,0.0390625,0.0939152398422173,0.07310938592992303,0.04110974068490856,0.06976744186046512,0.13030432918988427,1.0,0.2,0.14999688332190553,0.7875,0.005284671532846715,0.7402597402597401,0.054441260744985676,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,Scary Movie 2 ,0.15517241379310345,0.15699658703071673,0.014,0.007782608695652174,0.0015625,0.09372285981539659,0.07076109843988017,0.0025048345591034368,0.16279069767441862,0.11723103300471496,1.0,0.6,0.14999688332190553,0.8125,0.0030802919708029196,0.46753246753246747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,The Muppets ,0.48891625615763545,0.22525597269624573,0.0014347826086956522,0.0036521739130434784,0.001515625,0.11653467395876023,0.04447661240591759,0.0020343215628949494,0.06976744186046512,0.05379339905700815,1.0,0.2,0.14999688332190553,0.9375,0.0006642335766423357,0.7142857142857142,0.07449856733524356,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
956,Blade ,0.22536945812807882,0.24914675767918087,0.001956521739130435,0.025869565217391303,0.001384375,0.0920445608452058,0.11328060733532101,0.004833036407656114,0.023255813953488372,0.12451778825546507,1.0,0.6,0.14999688332190553,0.775,0.004744525547445255,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,Coach Carter ,0.15517241379310345,0.3378839590443686,0.002130434782608696,0.03173913043478261,0.0265625,0.08843120855997787,0.054848610024488945,0.030909201650602226,0.0,0.044577796828118306,1.0,0.4,0.09999669998789995,0.8625,0.00589051094890511,0.7272727272727271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,Changing Lanes ,0.2044334975369458,0.18430034129692832,0.002173913043478261,0.0029130434782608694,0.0008140625,0.08782260781131547,0.033886238254124006,0.001154203401702374,0.0,0.0747963994856408,1.0,0.6,0.14999688332190553,0.825,0.0007883211678832117,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
959,Anaconda ,0.14532019704433496,0.17747440273037543,0.002130434782608696,0.022347826086956523,0.003125,0.08620229135491554,0.04350782545501029,0.00565986021652734,0.0,0.05786540934419203,1.0,0.4,0.14999688332190553,0.7625,0.006583941605839416,0.3896103896103895,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
960,Coyote Ugly ,0.1896551724137931,0.23890784982935154,0.000782608695652174,0.02434782608695652,0.0012671875,0.07992788277576726,0.053568532947633425,0.004729493094574635,0.11627906976744186,0.08101157308186883,1.0,0.4,0.14999688332190553,0.8,0.004562043795620438,0.5194805194805193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,Love Actually ,0.2672413793103448,0.31399317406143346,0.027304347826086955,0.02382608695652174,0.021875,0.07805917220725597,0.1885565962140966,0.04398459031870023,0.20930232558139536,0.21495927989712815,0.0,0.6,0.14999688332190553,0.8375,0.10218978102189781,0.792207792207792,0.1489971346704871,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,A Bug's Life ,0.14285714285714285,0.19795221843003413,0.02117391304347826,0.043478260869565216,0.028125,0.2140576895295793,0.12499186266305744,0.03685685136966486,0.0,0.06772396056579512,1.0,0.0,0.3999977999919333,0.775,0.0072992700729927005,0.7272727272727271,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
963,From Hell ,0.25492610837438423,0.2901023890784983,0.00508695652173913,0.00608695652173913,0.0625,0.0415481805077705,0.07382369616189927,0.06339896152147763,0.023255813953488372,0.11573081868838406,1.0,0.6,0.11666342776590181,0.8125,0.0072992700729927005,0.6753246753246751,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
964,Tin Cup ,0.05788177339901478,0.33447098976109213,0.0017826086956521739,0.035130434782608695,0.001534375,0.07081330800308169,0.022422949775764586,0.0055547942076652505,0.0,0.015430775825117874,1.0,0.6,0.14999688332190553,0.75,0.006153284671532847,0.6103896103896103,0.0028653295128939827,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,Kicking & Screaming ,0.1145320197044335,0.19795221843003413,0.0025217391304347826,0.13043478260869565,0.021875,0.06913850933794605,0.0178920805661456,0.04164725229546389,0.023255813953488372,0.025075010715816547,1.0,0.2,0.14999688332190553,0.8625,0.058394160583941604,0.5194805194805193,0.0021289398280802292,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
966,The Hitchhiker's Guide to the Galaxy ,0.33866995073891626,0.24573378839590443,0.001608695652173913,0.028304347826086956,0.0171875,0.06708489666705003,0.0921578560513972,0.021428897720524417,0.0,0.2254607801114445,1.0,0.2,0.16666361109990738,0.8625,0.014598540145985401,0.6753246753246751,0.02865329512893983,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,Fat Albert ,0.07142857142857142,0.19112627986348124,0.0016521739130434783,0.02743478260869565,0.0015625,0.06326565096843054,0.0055381235715274875,0.007010491373928403,0.023255813953488372,0.01928846978139734,1.0,0.2,0.08666331776549847,0.85,0.004678832116788321,0.35064935064935054,0.001521489971346705,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
968,Blended ,0.21182266009852216,0.27303754266211605,0.0066521739130434784,0.03191304347826087,0.0546875,0.060854031514611294,0.05157177841350928,0.07574345621488283,0.0,0.03921988855550793,1.0,0.4,0.13333015554390365,0.975,0.08029197080291971,0.6363636363636364,0.034383954154727794,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,Last Holiday ,0.1206896551724138,0.25597269624573377,0.0026521739130434784,0.021782608695652173,0.0015625,0.05043949051842311,0.012542151405362476,0.005720768047751739,0.023255813953488372,0.024646378054007715,1.0,0.4,0.14999688332190553,0.875,0.007124087591240876,0.6233766233766234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,The River Wild ,0.050492610837438424,0.2525597269624573,0.007,0.005739130434782609,0.0171875,0.0615578282005677,0.01924672523971115,0.01851750338799811,0.023255813953488372,0.014573510501500214,1.0,0.4,0.14999688332190553,0.725,0.0065255474452554744,0.6103896103896103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
971,The Indian in the Cupboard ,0.029556650246305417,0.20136518771331058,0.0,0.024478260869565217,0.0015625,0.046833208533826824,0.012230269473091158,0.004514792989508626,0.023255813953488372,0.009858551221603087,1.0,0.2,0.14999688332190553,0.7375,0.006167883211678832,0.5584415584415584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
972,Savages ,0.41625615763546797,0.35494880546075086,0.0,0.017565217391304348,0.0011703125,0.0622045062722153,0.0617129715660734,0.0029662113806282644,0.09302325581395349,0.0574367766823832,1.0,0.6,0.14999688332190553,0.95,0.0033795620437956204,0.6363636363636364,0.08022922636103152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
973,Cellular ,0.15517241379310345,0.1945392491467577,0.006956521739130435,0.007260869565217392,0.000859375,0.042081131538013634,0.04682312447699116,0.0016780107502322112,0.023255813953488372,0.07586798114016288,1.0,0.4,0.0833299722098981,0.85,0.0015766423357664234,0.6363636363636364,0.0057306590257879654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
974,Johnny English ,0.14901477832512317,0.17064846416382254,0.0012608695652173913,0.010956521739130434,0.0006671875,0.03678043103413907,0.06786243106935852,0.002224658535471198,0.023255813953488372,0.06086583797685383,0.0,0.2,0.11666342776590181,0.8375,0.002218978102189781,0.5844155844155844,0.0057306590257879654,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,The Ant Bully ,0.12807881773399016,0.17406143344709898,0.00034782608695652176,0.34782608695652173,0.01875,0.03699180238549445,0.017773719301526505,0.051500616691791144,0.023255813953488372,0.01478782683240463,1.0,0.2,0.16666361109990738,0.875,0.08029197080291971,0.5584415584415584,0.0016991404011461317,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
976,Dune ,0.17610837438423646,0.4778156996587031,0.0,0.008782608695652174,0.0014265625,0.03602776025404504,0.05744368075126262,0.0037290819667138704,0.06976744186046512,0.12173167595370767,1.0,0.4,0.13333015554390365,0.6,0.0026423357664233575,0.6493506493506492,0.03151862464183381,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,Across the Universe ,0.19088669950738915,0.32764505119453924,0.01208695652173913,0.004652173913043478,0.0078125,0.032008948515409384,0.05435030910044255,0.008230170694197006,0.0,0.112087441063009,1.0,0.4,0.14999688332190553,0.8875,0.000854014598540146,0.7532467532467533,0.04011461318051576,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,Revolutionary Road ,0.39655172413793105,0.27986348122866894,0.0,0.43478260869565216,0.0453125,0.030081459909231067,0.09029129890835405,0.08206568909597552,0.0,0.08851264466352336,1.0,0.6,0.11666342776590181,0.9,0.10218978102189781,0.7402597402597401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,The Glimmer Man ,0.046798029556650245,0.18430034129692832,0.0012608695652173913,0.014,0.003125,0.02682455228731497,0.009133346984332519,0.005869992234251519,0.023255813953488372,0.01693099014144878,1.0,0.6,0.14999688332190553,0.75,0.003364963503649635,0.4805194805194804,0.0012922636103151863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
980,Multiplicity ,0.05172413793103448,0.27303754266211605,0.4782608695652174,0.019608695652173914,0.0014140625,0.026431324177867758,0.01463832940176666,0.003575289692872261,0.0,0.017145306472353194,1.0,0.4,0.14999688332190553,0.75,0.003532846715328467,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,Aliens in the Attic ,0.09975369458128079,0.16723549488054607,0.0005652173913043478,0.024043478260869566,0.0015625,0.033135487904076555,0.009799129097814933,0.005212187657028002,0.06976744186046512,0.011573081868838405,1.0,0.2,0.14999688332190553,0.9125,0.005116788321167883,0.49350649350649345,0.0026246418338108884,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
982,The Pledge ,0.1834975369458128,0.29692832764505117,0.0,0.0008260869565217392,0.0011296875,0.025929117186878622,0.025210357557544288,0.0012074977540237235,0.0,0.1135876553793399,1.0,0.6,0.14999688332190553,0.8125,0.00032116788321167884,0.6753246753246751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
983,The Producers ,0.20566502463054187,0.3310580204778157,0.0016521739130434783,0.08695652173913043,0.0171875,0.025479149158785967,0.020783054454467015,0.03707916495363391,0.06976744186046512,0.08744106300900129,1.0,0.4,0.14999688332190553,0.8625,0.058394160583941604,0.6233766233766234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,Dredd ,0.5307881773399015,0.19795221843003413,0.0016521739130434783,0.0008695652173913044,0.0006390625,0.017621156287668714,0.12039648656422104,0.0008801181611925753,0.0,0.12580368624089155,0.0,0.6,0.11666342776590181,0.95,0.000781021897810219,0.7142857142857142,0.1318051575931232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
